invoice_id,customer_id,order_date,product_id,product_name,quantity,unit_price,region
INV00007238,C00802,2024-01-06,P0054,Product P0054,1,29.02,West
INV00001541,C01189,2024-01-06,P0245,Product P0245,2,177.31,West
INV00006845,C00684,2024-01-06,P0159,Product P0159,1,134.0,South
INV00004865,C02199,2024-01-06,P0221,Product P0221,1,155.05,West
INV00006793,C02128,2024-01-06,P0200,Product P0200,1,138.69,North
INV00007337,C02425,2024-01-06,P0089,Product P0089,2,66.42,East
INV00003130,C01979,2024-01-06,P0132,Product P0132,1,98.77,East
INV00007297,C00681,2024-01-06,P0125,Product P0125,5,149.58,East
INV00009632,C00040,2024-01-06,P0053,Product P0053,3,153.66,North
INV00005940,C00459,2024-01-07,P0013,Product P0013,2,50.42,North
INV00008114,C00733,2024-01-07,P0191,Product P0191,3,62.39,South
INV00006290,C02068,2024-01-07,P0182,Product P0182,3,99.86,West
INV00001192,C00696,2024-01-07,P0191,Product P0191,3,13.99,West
INV00009084,C00075,2024-01-07,P0287,Product P0287,5,16.31,North
INV00006783,C00993,2024-01-07,P0035,Product P0035,1,96.95,South
INV00002069,C00827,2024-01-07,P0275,Product P0275,1,7.42,South
INV00006291,C01015,2024-01-07,P0193,Product P0193,4,158.84,South
INV00004072,C01958,2024-01-07,P0188,Product P0188,5,169.95,West
INV00008361,C00459,2024-01-07,P0137,Product P0137,1,57.07,South
INV00001754,C00987,2024-01-07,P0183,Product P0183,2,123.03,South
INV00008399,C02238,2024-01-07,P0222,Product P0222,2,71.43,North
INV00006406,C02292,2024-01-08,P0078,Product P0078,3,12.83,North
INV00004600,C01824,2024-01-08,P0193,Product P0193,1,89.26,East
INV00009089,C00361,2024-01-08,P0009,Product P0009,1,37.83,South
INV00002591,C00177,2024-01-08,P0034,Product P0034,3,130.12,East
INV00009552,C00188,2024-01-08,P0033,Product P0033,1,17.38,East
INV00003567,C01055,2024-01-08,P0088,Product P0088,1,114.64,West
INV00008417,C01345,2024-01-08,P0077,Product P0077,1,12.51,West
INV00003484,C00577,2024-01-08,P0109,Product P0109,3,124.22,North
INV00003898,C00045,2024-01-08,P0215,Product P0215,3,162.28,North
INV00003759,C00202,2024-01-08,P0292,Product P0292,4,50.11,East
INV00002195,C01644,2024-01-09,P0017,Product P0017,4,32.06,North
INV00008472,C00430,2024-01-09,P0092,Product P0092,3,50.11,East
INV00003106,C00758,2024-01-09,P0252,Product P0252,3,118.86,North
INV00004217,C01222,2024-01-09,P0048,Product P0048,2,165.68,West
INV00003093,C01798,2024-01-09,P0290,Product P0290,4,64.88,South
INV00007482,C00528,2024-01-09,P0003,Product P0003,3,74.0,West
INV00001680,C01287,2024-01-09,P0060,Product P0060,4,70.87,West
INV00001385,C00966,2024-01-09,P0073,Product P0073,1,85.18,East
INV00001217,C01268,2024-01-09,P0166,Product P0166,4,121.28,South
INV00002236,C01977,2024-01-09,P0040,Product P0040,2,16.75,East
INV00002015,C01620,2024-01-09,P0295,Product P0295,3,150.36,East
INV00007610,C00051,2024-01-09,P0235,Product P0235,3,45.54,South
INV00007326,C02226,2024-01-10,P0298,Product P0298,5,179.81,West
INV00000410,C00035,2024-01-10,P0052,Product P0052,4,30.14,West
INV00001337,C01596,2024-01-10,P0106,Product P0106,1,24.1,West
INV00005360,C00854,2024-01-10,P0292,Product P0292,3,147.89,West
INV00009227,C01804,2024-01-10,P0129,Product P0129,5,58.48,East
INV00002439,C02111,2024-01-10,P0162,Product P0162,5,30.09,East
INV00007768,C01160,2024-01-11,P0008,Product P0008,2,176.25,West
INV00007275,C00184,2024-01-11,P0224,Product P0224,1,42.64,East
INV00002184,C01613,2024-01-11,P0035,Product P0035,2,17.79,West
INV00001838,C00762,2024-01-11,P0261,Product P0261,5,75.06,West
INV00007760,C01047,2024-01-11,P0148,Product P0148,2,76.76,West
INV00003147,C01607,2024-01-11,P0081,Product P0081,1,146.07,East
INV00005028,C00242,2024-01-11,P0210,Product P0210,4,32.3,East
INV00004888,C01349,2024-01-11,P0047,Product P0047,2,118.15,South
INV00007213,C01252,2024-01-11,P0290,Product P0290,3,37.12,East
INV00009786,C01106,2024-01-11,P0004,Product P0004,1,137.67,East
INV00001331,C01125,2024-01-11,P0298,Product P0298,5,49.9,West
INV00009643,C01124,2024-01-11,P0281,Product P0281,3,48.54,North
INV00005066,C01727,2024-01-11,P0118,Product P0118,2,113.9,North
INV00008271,C00860,2024-01-12,P0124,Product P0124,4,6.9,West
INV00003125,C01103,2024-01-12,P0033,Product P0033,1,92.77,North
INV00007709,C01109,2024-01-12,P0118,Product P0118,3,16.95,West
INV00005495,C01937,2024-01-12,P0258,Product P0258,5,49.29,South
INV00005581,C01348,2024-01-12,P0109,Product P0109,2,27.86,East
INV00003322,C00405,2024-01-12,P0100,Product P0100,4,109.77,South
INV00002508,C01549,2024-01-12,P0108,Product P0108,1,46.72,West
INV00003422,C01970,2024-01-12,P0047,Product P0047,4,9.75,North
INV00005481,C02475,2024-01-12,P0164,Product P0164,5,76.78,South
INV00008689,C01344,2024-01-12,P0215,Product P0215,3,167.0,East
INV00000824,C01626,2024-01-12,P0233,Product P0233,1,110.93,West
INV00009078,C00354,2024-01-12,P0213,Product P0213,5,43.68,South
INV00005342,C01536,2024-01-12,P0298,Product P0298,2,143.59,East
INV00007433,C00954,2024-01-12,P0111,Product P0111,1,161.72,East
INV00000927,C01354,2024-01-12,P0226,Product P0226,3,148.87,East
INV00008750,C01477,2024-01-12,P0173,Product P0173,1,125.7,West
INV00002351,C01347,2024-01-12,P0068,Product P0068,2,51.96,East
INV00006646,C01770,2024-01-13,P0020,Product P0020,4,90.03,North
INV00006882,C00661,2024-01-13,P0230,Product P0230,4,65.03,East
INV00004609,C02181,2024-01-13,P0103,Product P0103,4,42.32,West
INV00002959,C01282,2024-01-13,P0127,Product P0127,4,140.2,North
INV00004496,C01568,2024-01-13,P0060,Product P0060,4,91.66,North
INV00006084,C02311,2024-01-13,P0124,Product P0124,3,157.45,North
INV00009999,C01414,2024-01-13,P0108,Product P0108,4,32.68,South
INV00005221,C00757,2024-01-13,P0129,Product P0129,3,11.45,East
INV00001926,C00330,2024-01-13,P0150,Product P0150,5,179.0,East
INV00007405,C01055,2024-01-13,P0150,Product P0150,3,74.77,North
INV00000651,C01224,2024-01-13,P0160,Product P0160,3,113.0,West
INV00006378,C00359,2024-01-13,P0188,Product P0188,1,31.61,East
INV00005524,C02298,2024-01-13,P0283,Product P0283,3,40.33,West
INV00007163,C01565,2024-01-13,P0033,Product P0033,2,26.7,South
INV00006608,C02499,2024-01-13,P0140,Product P0140,5,168.4,North
INV00009423,C01157,2024-01-13,P0151,Product P0151,5,73.82,South
INV00000571,C02373,2024-01-13,P0235,Product P0235,2,48.53,West
INV00007192,C02495,2024-01-13,P0232,Product P0232,3,41.68,West
INV00005127,C00621,2024-01-14,P0016,Product P0016,1,46.43,North
INV00003692,C01567,2024-01-14,P0024,Product P0024,3,61.84,South
INV00007036,C00431,2024-01-14,P0049,Product P0049,1,90.34,South
INV00009392,C01672,2024-01-14,P0115,Product P0115,4,23.17,North
INV00004053,C01912,2024-01-14,P0082,Product P0082,4,111.64,North
INV00003956,C02357,2024-01-14,P0060,Product P0060,3,141.74,North
INV00008116,C02384,2024-01-14,P0299,Product P0299,2,170.68,East
INV00008093,C01652,2024-01-14,P0142,Product P0142,1,14.92,South
INV00007885,C02050,2024-01-14,P0092,Product P0092,3,18.16,East
INV00009092,C00688,2024-01-14,P0083,Product P0083,3,158.25,East
INV00008346,C02490,2024-01-14,P0008,Product P0008,4,161.1,North
INV00008203,C01473,2024-01-15,P0296,Product P0296,3,30.69,South
INV00008800,C01946,2024-01-15,P0201,Product P0201,4,56.23,West
INV00004062,C00055,2024-01-15,P0001,Product P0001,1,147.0,North
INV00000835,C02136,2024-01-15,P0039,Product P0039,4,9.34,East
INV00009120,C01760,2024-01-15,P0203,Product P0203,2,148.71,South
INV00009633,C00554,2024-01-15,P0060,Product P0060,3,96.49,West
INV00006658,C01267,2024-01-16,P0241,Product P0241,1,85.06,West
INV00006920,C01980,2024-01-16,P0166,Product P0166,3,173.27,West
INV00008733,C00966,2024-01-16,P0119,Product P0119,1,144.62,South
INV00001665,C01314,2024-01-16,P0247,Product P0247,1,121.61,South
INV00007054,C00272,2024-01-16,P0247,Product P0247,4,47.85,West
INV00006743,C01320,2024-01-16,P0125,Product P0125,5,4.8,North
INV00005773,C01024,2024-01-16,P0238,Product P0238,1,145.12,North
INV00000304,C02241,2024-01-16,P0027,Product P0027,5,47.81,North
INV00002343,C01364,2024-01-16,P0119,Product P0119,2,44.7,South
INV00007446,C02128,2024-01-16,P0219,Product P0219,4,43.8,North
INV00005994,C01638,2024-01-16,P0041,Product P0041,5,146.89,South
INV00005206,C01142,2024-01-16,P0154,Product P0154,5,142.55,East
INV00004160,C00078,2024-01-17,P0287,Product P0287,2,92.05,West
INV00008551,C02193,2024-01-17,P0006,Product P0006,5,41.11,East
INV00007384,C01501,2024-01-17,P0098,Product P0098,4,130.94,North
INV00000101,C02082,2024-01-17,P0243,Product P0243,3,115.55,East
INV00009641,C00896,2024-01-17,P0223,Product P0223,5,59.8,South
INV00000760,C01825,2024-01-17,P0249,Product P0249,1,52.21,West
INV00005212,C00361,2024-01-17,P0296,Product P0296,4,125.62,South
INV00003837,C00492,2024-01-17,P0028,Product P0028,5,16.6,East
INV00001418,C01096,2024-01-17,P0018,Product P0018,4,123.98,North
INV00001930,C02381,2024-01-17,P0209,Product P0209,3,31.4,West
INV00000468,C01491,2024-01-17,P0122,Product P0122,2,12.09,East
INV00000467,C00415,2024-01-17,P0099,Product P0099,4,159.11,West
INV00003395,C00843,2024-01-17,P0145,Product P0145,5,66.12,East
INV00009647,C00939,2024-01-17,P0210,Product P0210,2,37.78,South
INV00004823,C02272,2024-01-18,P0089,Product P0089,1,15.1,West
INV00009708,C00314,2024-01-18,P0048,Product P0048,2,83.25,South
INV00002557,C01997,2024-01-18,P0058,Product P0058,2,159.22,North
INV00004630,C00881,2024-01-18,P0094,Product P0094,4,141.6,West
INV00000935,C01107,2024-01-18,P0140,Product P0140,5,59.68,West
INV00002694,C01063,2024-01-18,P0287,Product P0287,4,102.75,West
INV00000681,C01809,2024-01-18,P0263,Product P0263,3,118.52,South
INV00003689,C02418,2024-01-18,P0077,Product P0077,3,92.69,North
INV00009439,C00866,2024-01-18,P0027,Product P0027,4,130.28,South
INV00002872,C02440,2024-01-18,P0117,Product P0117,3,163.45,East
INV00000892,C01775,2024-01-18,P0082,Product P0082,1,115.11,South
INV00009867,C00674,2024-01-18,P0023,Product P0023,3,61.56,West
INV00004476,C00801,2024-01-18,P0188,Product P0188,2,155.49,South
INV00004280,C02111,2024-01-18,P0047,Product P0047,4,106.12,East
INV00008926,C00818,2024-01-19,P0083,Product P0083,4,106.25,North
INV00008019,C00606,2024-01-19,P0197,Product P0197,2,118.15,South
INV00003843,C01399,2024-01-19,P0050,Product P0050,5,77.67,North
INV00004257,C00818,2024-01-19,P0254,Product P0254,5,60.93,North
INV00000929,C01046,2024-01-19,P0089,Product P0089,4,71.29,North
INV00006910,C02478,2024-01-19,P0060,Product P0060,2,7.76,South
INV00002157,C01107,2024-01-19,P0267,Product P0267,1,100.81,East
INV00009223,C01078,2024-01-19,P0072,Product P0072,2,145.19,East
INV00007064,C00042,2024-01-20,P0012,Product P0012,1,36.37,North
INV00005397,C02360,2024-01-20,P0064,Product P0064,5,6.27,North
INV00006533,C01249,2024-01-20,P0183,Product P0183,5,117.13,South
INV00000615,C01716,2024-01-20,P0176,Product P0176,3,111.68,West
INV00002254,C01252,2024-01-20,P0074,Product P0074,2,40.05,West
INV00008996,C01235,2024-01-20,P0033,Product P0033,2,29.91,South
INV00001717,C01615,2024-01-20,P0134,Product P0134,5,97.56,West
INV00005991,C00125,2024-01-20,P0036,Product P0036,3,42.47,South
INV00001340,C01020,2024-01-21,P0250,Product P0250,1,22.14,East
INV00002710,C02186,2024-01-21,P0083,Product P0083,3,131.07,West
INV00002945,C02056,2024-01-21,P0230,Product P0230,5,131.62,North
INV00004645,C00067,2024-01-21,P0146,Product P0146,1,10.81,East
INV00004802,C01492,2024-01-21,P0162,Product P0162,4,109.83,North
INV00001897,C01436,2024-01-21,P0160,Product P0160,3,143.78,West
INV00000873,C00285,2024-01-21,P0153,Product P0153,2,22.04,South
INV00005836,C02136,2024-01-21,P0016,Product P0016,5,130.58,East
INV00008655,C00045,2024-01-21,P0288,Product P0288,2,118.86,South
INV00008692,C02375,2024-01-22,P0174,Product P0174,2,133.3,South
INV00007201,C01704,2024-01-22,P0260,Product P0260,5,146.84,East
INV00000432,C01848,2024-01-22,P0135,Product P0135,3,120.93,North
INV00006532,C00571,2024-01-22,P0290,Product P0290,3,48.28,North
INV00006422,C00880,2024-01-22,P0129,Product P0129,4,107.54,West
INV00009391,C00957,2024-01-22,P0105,Product P0105,2,54.26,East
INV00002129,C00161,2024-01-22,P0249,Product P0249,2,71.49,West
INV00006714,C01402,2024-01-22,P0203,Product P0203,2,66.25,North
INV00003514,C00353,2024-01-22,P0240,Product P0240,5,44.79,East
INV00006386,C01384,2024-01-22,P0035,Product P0035,1,49.27,East
INV00003435,C00589,2024-01-22,P0122,Product P0122,3,155.19,North
INV00005375,C01856,2024-01-22,P0101,Product P0101,1,122.99,North
INV00005439,C01057,2024-01-22,P0138,Product P0138,3,70.75,East
INV00002857,C01421,2024-01-23,P0039,Product P0039,2,132.14,East
INV00008170,C01351,2024-01-23,P0008,Product P0008,4,135.59,West
INV00006852,C01322,2024-01-23,P0166,Product P0166,2,131.32,North
INV00003696,C01604,2024-01-23,P0126,Product P0126,3,146.06,East
INV00005131,C00808,2024-01-23,P0295,Product P0295,3,68.84,East
INV00008161,C00419,2024-01-23,P0239,Product P0239,3,51.86,East
INV00004673,C00527,2024-01-23,P0060,Product P0060,1,162.7,West
INV00005078,C00031,2024-01-23,P0039,Product P0039,5,118.02,West
INV00009905,C01546,2024-01-23,P0101,Product P0101,1,31.17,North
INV00001405,C00444,2024-01-23,P0251,Product P0251,2,90.58,West
INV00003803,C02013,2024-01-23,P0234,Product P0234,4,30.64,North
INV00002277,C00525,2024-01-23,P0261,Product P0261,2,170.68,North
INV00008823,C01617,2024-01-23,P0211,Product P0211,1,63.49,West
INV00004421,C01804,2024-01-23,P0173,Product P0173,4,156.52,North
INV00007396,C00119,2024-01-23,P0108,Product P0108,2,32.09,East
INV00003677,C00917,2024-01-23,P0105,Product P0105,1,114.47,West
INV00009329,C01095,2024-01-24,P0159,Product P0159,1,84.54,West
INV00003968,C00605,2024-01-24,P0230,Product P0230,1,100.53,East
INV00007145,C00583,2024-01-24,P0285,Product P0285,2,164.43,West
INV00000769,C00350,2024-01-24,P0082,Product P0082,3,87.54,West
INV00002668,C02414,2024-01-24,P0141,Product P0141,3,85.7,West
INV00005310,C01133,2024-01-24,P0065,Product P0065,2,42.24,North
INV00009596,C01199,2024-01-24,P0087,Product P0087,1,122.52,South
INV00005651,C02323,2024-01-24,P0183,Product P0183,5,39.99,East
INV00003272,C01030,2024-01-24,P0079,Product P0079,3,178.33,East
INV00000542,C00139,2024-01-24,P0287,Product P0287,4,93.76,West
INV00008071,C00155,2024-01-24,P0028,Product P0028,4,141.36,North
INV00002929,C00464,2024-01-24,P0013,Product P0013,4,115.58,South
INV00007920,C00990,2024-01-24,P0186,Product P0186,1,34.9,East
INV00007071,C00746,2024-01-24,P0191,Product P0191,1,76.57,South
INV00002968,C00570,2024-01-24,P0221,Product P0221,4,101.14,North
INV00003073,C00601,2024-01-24,P0140,Product P0140,3,67.79,South
INV00002790,C02087,2024-01-25,P0181,Product P0181,5,25.55,East
INV00008832,C01939,2024-01-25,P0169,Product P0169,3,79.18,South
INV00007393,C00709,2024-01-25,P0066,Product P0066,2,101.48,West
INV00008025,C00474,2024-01-25,P0023,Product P0023,3,83.61,West
INV00005222,C02217,2024-01-25,P0231,Product P0231,4,140.41,West
INV00001218,C01832,2024-01-25,P0129,Product P0129,5,81.27,West
INV00005538,C02103,2024-01-25,P0294,Product P0294,4,86.02,North
INV00007897,C02168,2024-01-25,P0116,Product P0116,5,59.07,North
INV00002611,C02427,2024-01-25,P0253,Product P0253,2,10.68,South
INV00008120,C02001,2024-01-25,P0251,Product P0251,1,34.0,East
INV00008711,C00599,2024-01-25,P0051,Product P0051,4,138.96,North
INV00006556,C01334,2024-01-25,P0225,Product P0225,5,114.83,West
INV00000416,C01695,2024-01-25,P0279,Product P0279,2,29.19,East
INV00005161,C00953,2024-01-25,P0043,Product P0043,5,69.48,South
INV00002969,C01800,2024-01-25,P0002,Product P0002,4,58.88,South
INV00007931,C00840,2024-01-25,P0046,Product P0046,3,13.58,East
INV00005670,C01710,2024-01-25,P0182,Product P0182,2,71.29,East
INV00007579,C01552,2024-01-26,P0259,Product P0259,2,5.23,North
INV00001982,C01557,2024-01-26,P0033,Product P0033,4,40.46,South
INV00001024,C02105,2024-01-26,P0162,Product P0162,4,117.62,South
INV00007361,C00155,2024-01-26,P0057,Product P0057,1,94.17,West
INV00002338,C02048,2024-01-26,P0104,Product P0104,4,115.08,East
INV00002340,C00232,2024-01-26,P0210,Product P0210,4,30.65,North
INV00001412,C01404,2024-01-26,P0125,Product P0125,3,137.86,South
INV00004546,C01887,2024-01-26,P0007,Product P0007,2,158.19,East
INV00004905,C00474,2024-01-26,P0081,Product P0081,3,99.54,East
INV00008754,C01809,2024-01-26,P0300,Product P0300,2,84.64,West
INV00002952,C01271,2024-01-26,P0014,Product P0014,1,136.64,South
INV00008028,C00108,2024-01-26,P0090,Product P0090,5,135.41,West
INV00006267,C01731,2024-01-26,P0057,Product P0057,5,144.58,South
INV00005771,C00828,2024-01-26,P0197,Product P0197,1,18.2,North
INV00004735,C02069,2024-01-26,P0251,Product P0251,4,115.1,North
INV00002139,C01349,2024-01-26,P0178,Product P0178,4,108.41,North
INV00006500,C01182,2024-01-26,P0016,Product P0016,1,96.18,East
INV00004178,C01792,2024-01-27,P0055,Product P0055,1,29.97,East
INV00002327,C00856,2024-01-27,P0060,Product P0060,5,152.58,North
INV00001355,C00549,2024-01-27,P0297,Product P0297,1,129.37,South
INV00002507,C01150,2024-01-27,P0095,Product P0095,4,118.35,East
INV00001304,C02240,2024-01-27,P0134,Product P0134,3,77.1,East
INV00008013,C00165,2024-01-27,P0245,Product P0245,3,149.13,South
INV00005245,C00878,2024-01-27,P0137,Product P0137,3,132.05,West
INV00000717,C01295,2024-01-27,P0196,Product P0196,1,22.05,South
INV00004042,C01629,2024-01-27,P0297,Product P0297,2,57.77,East
INV00007621,C02343,2024-01-27,P0300,Product P0300,3,105.76,South
INV00004278,C01912,2024-01-27,P0214,Product P0214,5,75.64,North
INV00001159,C00961,2024-01-27,P0217,Product P0217,4,163.88,North
INV00008566,C01539,2024-01-27,P0143,Product P0143,4,7.67,West
INV00003663,C02421,2024-01-27,P0175,Product P0175,5,99.03,East
INV00009952,C01030,2024-01-27,P0034,Product P0034,4,150.18,West
INV00002183,C01516,2024-01-27,P0016,Product P0016,5,151.68,East
INV00005291,C02072,2024-01-28,P0026,Product P0026,4,148.86,South
INV00000610,C02144,2024-01-28,P0004,Product P0004,5,103.54,South
INV00008705,C01738,2024-01-28,P0208,Product P0208,3,25.63,East
INV00004215,C01713,2024-01-28,P0295,Product P0295,1,96.27,North
INV00001174,C00444,2024-01-28,P0171,Product P0171,4,16.44,West
INV00003165,C00321,2024-01-28,P0184,Product P0184,5,54.27,East
INV00005616,C01828,2024-01-28,P0102,Product P0102,5,45.05,North
INV00005235,C00942,2024-01-28,P0153,Product P0153,5,47.69,West
INV00007301,C01907,2024-01-28,P0091,Product P0091,3,151.38,North
INV00004605,C00528,2024-01-28,P0035,Product P0035,5,16.43,South
INV00008197,C00836,2024-01-28,P0060,Product P0060,4,59.28,East
INV00001419,C02153,2024-01-28,P0187,Product P0187,3,81.04,East
INV00000316,C01649,2024-01-28,P0177,Product P0177,4,99.81,South
INV00001462,C00782,2024-01-28,P0083,Product P0083,3,161.85,East
INV00005217,C01967,2024-01-29,P0120,Product P0120,1,177.8,South
INV00004475,C02127,2024-01-29,P0159,Product P0159,4,44.83,South
INV00005113,C02482,2024-01-29,P0008,Product P0008,5,66.5,North
INV00001424,C01687,2024-01-29,P0166,Product P0166,3,88.99,South
INV00009514,C01038,2024-01-29,P0225,Product P0225,2,138.08,West
INV00006541,C02346,2024-01-29,P0259,Product P0259,4,131.72,East
INV00003797,C01719,2024-01-29,P0260,Product P0260,5,36.13,East
INV00002255,C00738,2024-01-30,P0292,Product P0292,1,126.44,North
INV00005580,C00964,2024-01-30,P0072,Product P0072,2,70.48,South
INV00004309,C02008,2024-01-30,P0273,Product P0273,4,114.73,South
INV00007141,C00450,2024-01-30,P0106,Product P0106,1,98.77,South
INV00001854,C00401,2024-01-30,P0246,Product P0246,3,114.2,West
INV00008719,C01568,2024-01-30,P0237,Product P0237,2,53.91,West
INV00005367,C00216,2024-01-30,P0158,Product P0158,5,25.8,East
INV00002358,C00548,2024-01-30,P0112,Product P0112,5,97.1,West
INV00003252,C01868,2024-01-30,P0273,Product P0273,2,36.69,West
INV00004852,C01815,2024-01-30,P0057,Product P0057,1,154.08,South
INV00000848,C00130,2024-01-30,P0002,Product P0002,2,38.08,West
INV00001257,C00555,2024-01-31,P0025,Product P0025,2,113.26,West
INV00000750,C00395,2024-01-31,P0196,Product P0196,4,66.89,East
INV00003097,C00437,2024-01-31,P0013,Product P0013,2,44.79,East
INV00005160,C02316,2024-01-31,P0111,Product P0111,3,156.75,West
INV00000943,C02285,2024-01-31,P0194,Product P0194,2,48.54,South
INV00009642,C01787,2024-01-31,P0246,Product P0246,1,160.35,West
INV00009166,C02125,2024-01-31,P0068,Product P0068,3,31.84,South
INV00005143,C01647,2024-01-31,P0040,Product P0040,4,104.19,South
INV00007512,C00860,2024-01-31,P0072,Product P0072,5,173.19,West
INV00008614,C01384,2024-01-31,P0254,Product P0254,2,152.96,West
INV00003038,C00387,2024-01-31,P0064,Product P0064,2,114.76,South
INV00000834,C00358,2024-01-31,P0010,Product P0010,3,110.39,North
INV00002095,C00407,2024-02-01,P0172,Product P0172,4,157.01,South
INV00000633,C01085,2024-02-01,P0163,Product P0163,2,28.01,South
INV00007268,C01040,2024-02-01,P0192,Product P0192,1,49.84,North
